id,text,user.screen_name
400885868342550528,"@maradja hier ook sinds gister niks.bellen. Breuk in kabel buiten. Ze weten waar, maar #kpn laat je lekker zitten met niks",cheshala1
400889687814189056,6 tips om uitstelgedrag af te leren - KPN Community http://t.co/gH5EvwvXYQ,Monipatti
400889788301316096,6 tips om uitstelgedrag af te leren - KPN Community http://t.co/FP4EXJLzgh,Pattiresi
400871814127452160,@cynthiabonne Sorry dat we je tweet niet eerder konden oppakken. Gaat het om Hi of KPN?,KPNwebcare
400890415617818624,"BBP-cijfers, Ahold, KPN, SBMO, nog een heleboel data en gedoe en om 16u maken we kennis met Janet Yellen. http://t.co/prY4s91Ow0 #AEX",ArendJanKamp
400881182461943808,ING verhoogt advies KPN | http://t.co/QqbKK4sdLY,ITDevNL
400902555271966720,"Klanten van KPN en T-mobile worden lastig gevallen met phishingmails. Let dus op, anders worden je bankgegevens gestolen! /bit.ly/16IEfck",Mpleasysafe
400906550942134272,@arjenketelaar Alle informatie over IBAN in combinatie met KPN vind je hier: http://t.co/MRRjzPVg8y,KPNwebcare
400925169746968577,Leuk dat 4g van kpn binnenkort beschikbaar is in Limburg. Alleen bellen is helaas nog steeds niet mogelijk op 2g. http://t.co/EQRJXABxfJ,MaartenGeurts
400897501601210368,"#KPN heeft met een koers van 2,5160 een nieuw 50 daags hoogtepunt bereikt. http://t.co/BU3IPACwPg #beurs",quotewebnl
400925562740297728,Werkzoekend? Analytisch en oplossingsgericht? Ik zoek jou #vacature Service Expert #kpn #zwolle ; kijk snel op http://t.co/RQlEHKY0o3,nicoleritsema
400865231486074880,@KPN  Voel me zo #bestolen door #KPN in almere. Vertrouwen flink geknakt. #nieteerlijk #foutjebedankt,NetjeRing
400890863745654784,"@karinwinters @KPN_Onderwijs Succes, dat afbeulen is jou vast wel toevertrouwd!",Joopjadieja
400903089643089920,Lig het internet van #hi #kpn eruit ofzo?,LouiseDita
400915827039690752,Vaag dat KPN glasvezel en KPN ADSL zo gescheiden zijn. Onderling kunnen ze niets regelen.,eduardrekker
400879651545186304,[N] KPN advies omhoog naar buy van hold - Market Talk - Lees meer op  http://t.co/77Q9LfWG3G |  | [N],nieuwsmash
400920215443496960,@TheRealPetrossa @KPNwebcare nee joh er is al twee keer een blijkbaar erg dom KPN mannetje bij een kastje geweest om het dus fout te doen,swimmingsigs
400918398646771712,"@sannevranderaat hahaha, fijn he OV! Ga zo richting KPN winkel, hopelijk kunnen ze mijn EIFOON fixen, ga bijna een Android nemen! ;-)",kiekfirch
400905158265028609,IT Career Event - regio Noord Oost | KPN https://t.co/IcfP1SM5At #KPN #Consulting #Solliciteren,rudykoning
400911386739752960,@Adiel_G KPN garandeert geen netwerk binnenshuis. Ik kan je niet vertellen waarom je in de winkels geen bereik hebt en in de Pathe wel.,KPNwebcare
400912397114040320,@marcoheijkoop Dat is vervelend om te lezen. Is dit met beide tv-ontvangers het geval. En hoe zijn deze aangesloten op de KPN Experiabox?,KPNwebcare
400887233210634240,Verwacht KPN vandaag boven de 2.50 mede door upgrade ING naar 'buy',leonhillen
400867357083860992,@KPN  #terugbellen blijkt ook heel moeilijk te zijn. #Foute #voorlichting #rekening voor mij. #schande,NetjeRing
400920784287567872,"Er is een nieuwe Klacht gemeld over KPN Digitale TV op Klacht.nl, zie http://t.co/zE1bboecqg Oplossen? Redactie@Klacht.nl.",Klacht_NL
400924857296101376,@wimheesterbeek Welk netwerk heb je? Vodafone? KPN?,BartEttekoven
400897503710941184,#KPN heeft op donderdag 14 november 2013 9:02 het 1e weerstandniveau opwaarts doorboken. http://t.co/cLHDfO3PnT #beurs,quotewebnl
400884409097658368,Rabomobiel stopt verkoop abonnementen  kijk op site voor aanbieding  zelf regelen bij KPN geen aanbod schande !!!!👎👎,DeRechterj
400889912612118528,6 tips om uitstelgedrag af te leren - KPN Community http://t.co/VXadOBoTCE,home_jakin
